id,name,town,id_nummer,nb_employees,nb_employees_with_degree,address,method,year_of_reference,foundation_year,assets,profits,director,share_of_total_capital,status,date,contact,buying_price 1,buying_price 2,buyer_city,buyer,date_sale,surface_building,surface_for_devt,capital_on_sale 1,capital_on_sale 2,surface_agri,date_calls
987,METALAC,Dimitrovgrad,7133103,28,-,Trg Oslobođenja 4,Bankruptcy,,1967,,,,,,,,,,,,,,,,,,
989,7. JULI,Mala Plana,7107315,167,1,Toplička Mala Plana,Capital Market,2010,1960,537646,39642,Slobodan Lazović,"70,00%",Contract terminated,09.August 2002.,Slobodan Lazović,,,,,,,,,,,
996,4.JULI,Bojnik,7321759,39,-,Zele Veljković 21,Capital Market,,1959,,,Dragoljub Stajić,"70,00%",Contract terminated,09.August 2002.,Dragoljub Stajić,,,,,,,13498,,,,
997,NEGOTIN VHDP,,,,,,,2010</td><td>2011,,,,,,Canceled privatization,,,,,,,,,,,,,
998,VRŠAČKA PIVARA,Vršac,8044767,397,-,Žarka Zrenjanina 4,Bankruptcy,,,,,,,Contract terminated,,,,,,,,,,,,,30.December 2004.
1000,"PDP ""DRAGINjE"" u stečaju",Draginje,7647603,9,-,,Bankruptcy,2010,1991,8059,0,,"70,00%",,,,,,,,,,,,,,
1001,PIM u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
1003,PAPIRPROMET,Kraljevo,7144385,107,8,5,Bankruptcy,2010,1954,374599,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1006,JUŽNA MORAVA FOM,Vladičin Han,7178964,78,2,Industrijska zona bb,Capital Market,2010,1963,74937,0,Dragan Stanković,,Contract terminated,06.August 2002.,Dragan Stanković,,,,,,,7808,,,,
1008,BUDIMKA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
1011,DEKOR,Šabac,7168802,128,4,Masarikova 86/02,Bankruptcy,2010,1945,47885,0,,"70,00%",,,,,,,,,,,,,,
1013,TRGOKOP,Dimitrovgrad,7172745,70,1,Balkanska 109,Bankruptcy,,1966,,,,"70,00%",,,,,,,,,,,,,,
1022,VIRT DPPP,Vršački Ritovi,8045160,131,1,Margitski put bb,Bankruptcy,,1992,,,,"70,00%",,,,,,,,,,,,,,
1025,EI-KOMERC,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
1026,VOĆEPRODUKT,Požarevac,7163177,238,6,Đure Đakovića 14 / VI Lička divizija bb,Bankruptcy,2010,1952,172185,0,,"70,00%",,,,,,,,,,,,,,
1032,DVP ZAPADNA MORAVA,,,,,,,,,,,,,Canceled privatization,,,,,,,,,,,,,
1034,KLAS,Loznica,7168438,-,-,Prvog maja bb,Capital Market,2010,,214563,3669,,,,,,,,,,,,,,,,
1036,MLEKARA,Loznica,7299141,-,-,Prvog maja bb,Capital Market,2010,,116941,1674,,,,,,,,,,,,,,,,
1037,Preduzeće KLANICA doo,Loznica,17030663,-,-,Klanički put bb,Bankruptcy,,,,,,,,,,,,,,,,,,,,
1038,KLAS,Svetozar Miletić,8064890,190,5,Vladimira Nazora 1,Bankruptcy,2010,1989,12937,147,,"70,00%",,,,,,,,,,,,,,
1039,INTEGRAL,Bujanovac,7267436,132,1,Industrijska 2,Capital Market,,1979,,,Srba Stošić,"70,00%",Contract terminated,26.December 2002.,Predrag  Stošić,,,,,,,6795,,,115932,
1042,HLADNjAČA,Kraljevo,7144318,107,6,Industrijaska 19,Capital Market,,1968,,,Radoslav Kočović,"70,00%",Contract terminated,29.August 2002.,Radoslav Kočović,,,,,,,,,,32653,
1043,RAD GP,Vrnjačka Banja,7177534,19,1,36217 Vrnjci,Auction,,2000,,,Dragoslav Šekularac,"70,00%",Contract terminated,09.August 2002.,Dragoslav Šekularac,,,,,,,34208,,,2912,
1044,INOS VARVARIN / INOSIROVINA,Varvarin,7176759,101,2,Mite Milojevića 1-Bul.Kralja Aleksandra 405Bgd,Capital Market,,,,,Slavoljub Topić,"70,00%",Contract terminated,30.September 2002.,Slavoljub Topić,,,,,,13350,,,,,
1047,JUGOMEDIKA,Kragujevac,7355556,10,4,Trg Slobode 110,Capital Market,,1988,,,Žikica Simović,"70,00%",Contract terminated,19.August 2002.,Žikica Simonović,,,,,,,,,,,
1048,HIGIJENA,Pančevo,8487529,-,-,Dimitrija Tucovića 5/1,,2010,,752809,2863,,,,,,,,,,,,,,,,
1049,JUGOTRADE,Beograd,7476949,-,-,Partizanski put 2,,,,,,MILOVAN FILIPOVIĆ,,,,,,,,,,,,,,,
1050,LASTA,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,16.November 2007.
1053,ENERGOTEHNIK,Vrnjačka Banja,7177313,69,5,Vojvođanska bb,,2010,1983,100359,0,Čedomir Jokić,"64,33%",,19.August 2002.,Čedomir Jokić,,,,,,4920,16000,,,,
1055,DIL INŽENjERING,Beograd,17130803,-,-,Miročka 1,,2010,,15900,530,BOŠKO VIŠNjIĆ,,,,,,,,,,,,,,,
1056,SENTA javno komunalno-stambeno preduzeće,Senta,8139679,-,-,Ilije Birčanina 2,,2010,,345180,0,,,,,,,,,,,,,,,,
1057,LABUDNjAČA,Vajska,8058709,15,351,Masarikova 26,Tender,2010,1977,1112287,84986,Milan Stajčić,"70,00%",Sold,15.September 2002.,Radmil Heiser,250000000,RSD (converted),"SERBIA, Beograd",MK GROUP DOO,09.August 2006.,37628,291294,,,14392604,30.December 2005.
1059,STIL GIP,Podvis,7213662,32,-,Podvis,,,1971,,,Ljubiša Jocić,"70,00%",Contract terminated,19.November 2002.,Ljubiša Jocić,,,,,,2432,,,,,
1066,BEMIKS FSH,Aleksandrovac,7099959,82,2,Miće Milića bb,Bankruptcy,,1971,,,,"70,00%",,,,,,,,,,,,,,
1071,ŽIVINARSKA FARMA,Kruščić,8112371,5,1,Vladimira Nazora bb,Bankruptcy,2010,1977,3418,0,,"70,00%",,,,,,,,,,,,,,
1072,SINS,Žitište,8695440,-,-,Đure Jakšića 2,,2010,,116075,8131,VLADIMIR MANDIĆ,,,,,,,,,,,,,,,
1073,BUDUĆNOST,Pirot,7211643,100,1,Trg Republike 95,Bankruptcy,2010,1961,68223,0,,,Contract terminated,,,,,,,,,,,,,
1075,CONICA,Preljina,7680147,-,-,Preljina,Bankruptcy,,,,,,,,,,,,,,,,,,,,
1077,NOVA JUGOSLAVIJA,Vranje,7137915,183,6,Trg bratstva i jedinstva 20,Bankruptcy,,1951,,,,"38,90%",Contract terminated,,,,,,,,,,,,,
1078,METALAC,Mali Zvornik,7220235,59,-,Vuka Karadžića 102,Bankruptcy,,1977,,,,"69,70%",,,,,,,,,,,,,,
1082,AGROPROMET,Kruševac,7191669,235,23,Bruski put br. 1,Capital Market,,1957,,,Slavoljub Janićijević,"69,60%",Contract terminated,26.February 2003.,Slavoljub Janjićijević,,,,,,9432,,,,,
1084,AGROVOJVODINA-MEHANIZACIJA,Novi Sad,8033943,-,-,Bulevar Oslobođenja 129,Capital Market,2010,,702853,72227,,,,19.August 2002.,,,,,,,,,,,,
1085,LESKODRVO,Leskovac,7105223,149,3,Viljema Pušmana 1,Capital Market,2010,1996,521288,0,Dragoljub Ranđelović,"70,00%",Contract terminated,08.August 2002.,Dragoljub Ranđelović,,,,,,,76508,,,,
1086,ZITA,Zrenjanin,8744416,63,1,Koče Kolara 6-8,Bankruptcy,2010,2002,11954,23271,,"39,00%",,,,,,,,,,,,,,
1088,JVS VETERINARSKA STANICA NOVI SAD,Novi Sad,8408777,30,16,Futoški put 13,Capital Market,2010,1945,22039,0,,"70,00%",Contract terminated,09.December 2006.,,,,,,,,3988,,,,
1092,AUTOREMONT,Loznica,7340109,61,-,Georgija Jakšića 1,Bankruptcy,,1989,,,,"32,80%",,,,,,,,,,,,,,
1093,DTD-KRIVAJA,,,,,,,2010</td><td>2011,,,,,,Canceled privatization,,,,,,,,,,,,,
1094,ISTRAŽNI RADOVI,Zajača,17116282,43,4,Jovana Cvijića 11 - 15300 Loznica,Bankruptcy,,,,,,"70,00%",,,,,,,,,,,,,,
1097,VODOVOD JKP,Vladičin Han,7140495,-,-,Vladike Pajsija 17,,,,,,,,,,,,,,,,,,,,,
1098,SINTEKS,Vlasotince,7140240,246,5,29. novembar 47,Bankruptcy,,1961,,,,"70,00%",,,,,,,,,,,,,,
1099,ISKRA METAL,Novi Pazar,7654138,59,4,Mihajla Pupina 5,Bankruptcy,2010,1969,59597,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1103,TERMOVENT,Brza Palanka,7355874,71,1,Industrijska zona bb,Capital Market,,1988,,,Radosav Bogdanović,"70,00%",Contract terminated,19.August 2002.,Radosav Bogdanović,,,,,,6463,2188,,,,
1104,PKB BIOPAK,Beograd,7450648,38,4,Industrijsko naselje bb,Bankruptcy,,1967,,,,"49,00%",Contract terminated,,,,,,,,,,,,,
1106,BERILjE,Prokuplje,7107307,105,7,Strahinjića Bana 6,Bankruptcy,2010,1959,22632,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1110,APATEKS,Apatin,8027676,346,3,Industrijska zona bb,Bankruptcy,2010,1952,122314,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1113,ULjARICE-27 MART - stečaju,Trbušani,7260512,-,-,Trbušani 32250,,,,,,,,,,,,,,,,,,,,,
1114,MLADOST DP,Mionica,7209835,68,-,Toplički put 8,Bankruptcy,2010,1977,16331,55,,"70,00%",Contract terminated,,,,,,,,,,,,,
1116,DIMITRIJE DAVIDOVIĆ GDP,Smederevo,7160984,103,2,Ante Protića 11,Capital Market,,1945,,,Slaviša Stošić,"70,00%",Contract terminated,22.August 2002.,Slaviša Stošić,,,,,,,,,,,
1118,VRONSKI MK,Ražanj,7174918,61,-,Vojvode Mišića 3,Bankruptcy,2010,1961,17023,0,,"70,00%",,,,,,,,,,,,,,
1119,SLOGA,Aleksandrovac,7100019,100,1,29. Novembra 138,Capital Market,2010,1954,68506,0,Vojislav Pešterac,"67,70%",Contract terminated,21.November 2002.,Vojislav Pešterac,,,,,,,33383,,,2296,
1120,KUTEKS,Kučevo,6846246,57,-,7. juli 16,Bankruptcy,2010,1984,34455,0,,"70,00%",,,,,,,,,,,,,,
1122,MLIN BUDUĆNOST,Srpska Crnja,8072574,38,-,Partizanska 89,Capital Market,,1932,,,Rade Grujičić,"69,50%",Contract terminated,17.September 2002.,Rade Grujičić,,,,,,3220,,,,,
1123,LIPA,Srpska Crnja,8013497,64,2,Beogradska bb,Bankruptcy,2010,1973,47356,0,,"70,00%",,,,,,,,,,,,,,
1126,GRAĐEVINAR,Lučani,7266774,8,1,Radnička 2,Capital Market,2010,1954,12780,0,,"70,00%",Contract terminated,22.December 2003.,,,,,,,260,,,,,
1128,MINMONTAŽA,Kruševac,7853262,6,-,Jasički put bb,Bankruptcy,,1992,,,,"70,00%",,,,,,,,,,,,,,
1129,AGROSEME PROMET,Kragujevac,17109278,-,-,Đure Đakovića 53,Bankruptcy,2010,,30685,885,,,,,,,,,,,,,,,,
1135,ZASTAVA IT-TURS,Kragujevac,7165757,24,5,Trg Topolivaca 4,Auction,2010,2001,151033,0,Miladin Stanković,"70,00%",Canceled privatization,04.September 2002.,Dragoje Stanojević,,,,,,6055,3684,,,,
1139,MLIN,Bela Crkva,8236160,21,-,Ekstravilan bb,Capital Market,,1950,,,,"61,20%",Contract terminated,21.August 2002.,,,,,,,2628,,,,,
1140,KOZNIK,Aleksandrovac,7195923,62,-,Trg Oslobođenja 1,Bankruptcy,2010,1956,11773,0,,"70,00%",,,,,,,,,,,,,,
1141,BETONjERKA Bela Crkva,Bela Crkva,8247765,67,-,Jezerska bb,Bankruptcy,2010,1991,31922,0,,"70,00%",,,,,,,,,,,,,,
1142,POBEDA IN,Bela Crkva,8043248,4,-,Beogradska 25,Bankruptcy,2010,1953,32047,0,,"70,00%",,,,,,,,,,,,,,
1148,PREVOZ,Kikinda,8022046,27,-,Nikole Tesle 6,Bankruptcy,,1954,,,,"67,50%",,,,,,,,,,,,,,
1149,TRIKOTAŽA,Kikinda,8036691,68,2,Svetosavska 44-46,Bankruptcy,,1957,,,,"68,50%",,,,,,,,,,,,,,
1151,STANDARD,Kikinda,8021732,56,1,Svetozara Miletića 192,Bankruptcy,2010,1968,70784,2746,,"42,50%",,,,,,,,,,,,,,
1153,ELEKTRON,Kikinda,8036993,126,4,Zmaj Jovina 5,Bankruptcy,,1951,,,,"69,50%",,,,,,,,,,,,,,
1155,STRUJA,Novi Sad,8024146,48,2,Futoška 80,Capital Market,2010,1965,151438,6205,Vladislav Mladenović,"70,00%",Contract terminated,30.August 2002.,,,,,,,,,,,,
1157,DTD -KANAL,Novi Sad,8041920,58,10,Bulevar Mihaila Pupina 23,Bankruptcy,2010,1962,158261,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1161,NAPREDAK,Subotica,8067350,48,2,Matije Gupca 62,Bankruptcy,,1947,,,,"68,20%",Contract terminated,,,,,,,,,,,,,
1163,VOĆE-SUBOTICA,Subotica,8249032,16,1,Jugoslovenska 59-61,Bankruptcy,2010,1991,49542,0,,"70,00%",,,,,,,,,,,,,,
1166,SEME TAMIŠ,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
1167,ELPROMONT,Pančevo,8247943,9,1,Utve Zlatokrile 9,Capital Market,,1991,,,,"69,90%",Contract terminated,05.September 2002.,,,,,,,1735,17228,6130929,RSD,,
1170,TERMOMONT,Pančevo,8249105,23,-,Prvomajska bb,Bankruptcy,,1992,,,,"70,00%",,,,,,,,,,,,,,
1172,PANPROJEKT,Pančevo,8006130,60,15,Njegoševa 1a,Bankruptcy,2010,1954,69213,0,,"69,90%",,,,,,,,,,,,,,
1173,TAMIŠ MEHANIZACIJA,Pančevo,8048428,34,1,Lole Ribara 12,Bankruptcy,2010,1964,13084,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1174,TRANSPORT-PANČEVO,Pančevo,8656525,14,1,Spoljnostarčevačka 221,Bankruptcy,,1997,,,,"70,00%",,,,,,,,,,,,,,
1175,DEKO,Bačko Gradište,8069638,5,-,Lenjinova bb,Bankruptcy,2010,1960,362,0,,"70,00%",,,,,,,,,,,,,,
1179,STIL,Bečej,8070032,3,-,Borisa Kidriča 37,Capital Market,,1959,,,Mileva Žigić,"70,00%",Contract terminated,05.March 2003.,Mileva Žigić,,,,,,,,,,,
1181,ZVEZDA,Vrbas,8007195,29,-,Palih boraca 2a,Bankruptcy,,1948,,,,"70,00%",,,,,,,,,,,,,,
1185,JAGODINA AIK,Jagodina,7274629,17,2,Maksima Gorkog 13,Bankruptcy,,1989,,,,"66,30%",,,,,,,,,,,,,,
1187,DUGA,Beograd,7025351,19,-,Vojvode Stepe 118-120,Capital Market,,1952,,,Milan Jelesijević,"70,00%",Contract terminated,15.August 2002.,Milan Jelesijević,,,,,,101,,,,,
1188,MLEKARA SEVOJNO,Sevojno,7216777,72,6,Partizanska 3,Bankruptcy,2010,1975,27917,0,,"69,80%",Contract terminated,,,,,,,,,,,,,
1189,FEŠ PTP,Raška,17122355,88,2,Vlasovo bb,Bankruptcy,,1997,,,,"70,00%",,,,,,,,,,,,,,
1190,PRO-GALAN PTP,Raška,17122347,37,1,Vlasovo bb,Capital Market,,1978,,,Gojko Drmanac,"70,00%",Contract terminated,15.August 2002.,,,,,,,537,,,,,
1192,JABLANICA,Lebane,7186452,182,2,Jablanička 5,Bankruptcy,2010,1960,2000,0,,"70,00%",,,,,,,,,,,,,,
1196,IZGRADNjA,Šabac,7169175,485,16,Pop Lukina 35,Bankruptcy,2010,1954,68175,12970,,"70,00%",,,,,,,,,,,15038590,RSD,,
1198,JEZERO TURS,Veliko Gradište,7216378,2,-,Obala Kralja Petra I br.1,Bankruptcy,2010,1995,2222,0,,"70,00%",,,,,,,,,,,,,,
1200,MATARUŠKA I BOGUTOVAČKA BANjA,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
1202,FA ZVEZDA AD Kovin,Kovin,8012105,190,6,Nemanjina 77,Bankruptcy,2010,1961,46350,16,,"70,00%",,,,,,,,,,,,,,
1211,PUTNIK - MALI ZVORNIK,Mali Zvornik,7335652,69,-,Kralja Petra Prvog 26,Capital Market,,1984,,,Slaviša Aleksić,"70,00%",Contract terminated,15.August 2002.,,,,,,,,,,,,
1216,GOMEKS,Gornji Matejevac,17105710,-,-,Gornji Matejevac bb,,,,,,Vukadin Gocić,,,,,,,,,,,,,,,
1217,VELMORTRANS PLUS - U RESTRUKTURIRANjU,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
1221,KRISTAL,Kruševac,7194668,24,-,Mićuna Pavlovića 22,Bankruptcy,,1955,,,,"66,80%",Contract terminated,,,,,,,,,,,,,
1222,FAVEP,Bor,7319576,118,6,Save Kovačević bb,Bankruptcy,,1981,,,,,,,,,,,,,,,,,,
1223,ULjMA,Uljma,8243093,132,9,Ritski put bb,Bankruptcy,2010,1962,152445,427,,"70,00%",,,,,,,,,,,42992110,RSD,,
1230,LITAS / VEOLIA TRANSPORT LITAS,Požarevac,7163851,768,18,Đure Đakovića 3,Tender,2010,1945,1276113,7744,Slavoljub Đorđević,"70,00%",Sold,02.June 2003.,Negoslav Jovanović,140000000,RSD (converted),"CZECH REPUBLIC, Ostrava",CONNEX MORAVA A.S.,12.September 2006.,15134,,,,,19.December 2005.
1231,STOKOIMPEKS,Niš,7670494,82,6,Bulevar Nemanjića 25,Capital Market,2010,1991,292502,1384,,"70,00%",Contract terminated,18.March 2003.,,,,,,,4696,10173,,,,
1232,ULjARICAKOOP,Beograd,7461704,-,-,Bulevar vojvode Mišića 37-39,Capital Market,2010,,14974,0,,,,,,,,,,,,,,,,
1238,AGRAR / PERPER-AGRAR / AGRAR FRUIT,Bošnjace,17422405,288,23,16232 Bošnjace,Bankruptcy,2010,1963,199441,2815,,"70,00%",Contract terminated,,,,,,,,,,,,,
1241,TAMNAVA-KOCELjEVA,Koceljeva,7647514,29,1,Partizanski put bb,Bankruptcy,2010,1991,26757,0,,"70,00%",,,,,,,,,,,,,,
1243,POLjOPRIVREDA,Leskovac,7137435,22,-,Tome Kostića br.1,Bankruptcy,2010,1975,552055,1260,,"70,00%",,,,,,,,,,,,,,
1244,POKRET GORANA SRBIJE OPŠTINSKI ODBOR,Svrljig,7108869,-,-,HADžIĆEVA br. 2,,,,,,,,,,,,,,,,,,,,,
1253,MERKATOR,,,,,,,2010</td><td>2011,,,,,,Canceled privatization,,,,,,,,,,,,,
1256,SUVOBOR,Brezna,7153864,11,2,32307 Brezna,Bankruptcy,2010,1948,14832,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1260,PUTNIK UTP,Novi Sad,8240523,80,4,Ilije Ognjanovića 24,Capital Market,2010,1991,296739,0,Đuro Milinković,"69,70%",Contract terminated,05.September 2002.,Mirjana Glumac Branković,,,,,,6266,,31138989,RSD,,
1266,RAD,Grdelica,7105495,154,7,Đorđa Veličkovića bb,Bankruptcy,2010,1959,111949,11627,,"47,30%",,,,,,,,,,,,,,
1267,VINA M.R.,Vina,7128843,9,1,19368 Vina,Bankruptcy,2010,1973,24688,0,,"70,00%",,,,,,,,,,,,,,
1271,RADNIK GP,Nova Varoš,7219504,111,2,Karađorđeva 61,Bankruptcy,2010,1948,2744,57,,"70,00%",,,,,,,,,,,,,,
1276,SOMBORSKI VENAC,Sombor,8097631,1,-,Kralja Petra I br.2/II,Bankruptcy,2010,1956,10260,0,,"70,00%",Contract terminated,,,,,,,,,,,,,
1278,AGROSEME,Sremska Mitrovica,8220166,88,13,Kralja Petra Prvog 5,Capital Market,,1991,,,Miodrag Marković,"62,50%",Contract terminated,21.August 2002.,Miodrag Marković,,,,,,14745,,,,,
1280,VOJVODINA-KOMBINAT,Stara Pazova,8010803,10,-,Karađorđeva 128-130,Capital Market,,1969,,,Radoslav Dolinić,"70,00%",Contract terminated,21.August 2002.,,,,,,,,1172,,,,
1284,PROGRES,Mol,8132895,58,-,JNA bb,Capital Market,,1990,,,Emil Subotić,"70,00%",Contract terminated,21.August 2002.,,,,,,,,,,,,
1288,CRVENA ZVEZDA,Sombor,8046255,114,1,Staparski put bb,Bankruptcy,,1991,,,,"70,00%",Contract terminated,,,,,,,,,,,,,
1290,INSTALATER DZIP,Sremska Mitrovica,8144613,101,4,Rumski put 27,Bankruptcy,,1989,,,,"70,00%",,,,,,,,,,,,,,
1291,PROVAMIN,Sremska Mitrovica,8071101,48,5,Jarački put 4,Bankruptcy,2010,1961,211692,8499,,"57,50%",,,,,,,,,,,,,,
1292,MORAVA-DRVO,Jagodina,7417845,29,3,Kralja Petra I 4/3,Bankruptcy,,1990,,,,"70,00%",,,,,,,,,,,,,,
1293,FAK LOZNICA,Loznica,7120745,105,4,đ,Capital Market,,1948,,,Smiljanić Miroslav,"70,00%",Contract terminated,04.October 2002.,Milenko Aleksić,,,,,,9135,,41624030,RSD,,
1296,VOJIN POPOVIĆ HOLDING,Novi Pazar,7191499,268,22,Mihaila Pupina 1,Bankruptcy,,1953,,,,"60,50%",,,,,,,,,,,,,,
1297,OMOLjICA DPP,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
1301,HIPODROM BEOGRAD,Beograd,7451792,18,-,Paštrovićeva 2,Bankruptcy,2010,1988,144343,1296,,,,,,,,,,,,,,,,
1304,MOKRA GORA PTP,Mokra Gora,7157797,24,-,Mokra Gora bb,Bankruptcy,2010,1989,13424,0,,"70,00%",,,,,,,,,,,,,,
1306,NAPREDAK,Kladovo,7217269,58,2,Dunavska 50,Bankruptcy,,1994,,,,"70,00%",,,,,,,,,,,,,,
1307,DIB-KNjAŽEVAC,Knjaževac,7128819,14,2,Branka Radičevića 2,Bankruptcy,,1972,,,,"70,00%",,,,,,,,,,,,,,
1313,ZLATIBORKA,Užice,7156685,46,1,Međaj 28,Bankruptcy,,1967,,,,"70,00%",,,,,,,,,,,3825920,RSD,,
1314,BALKANKOMMERCE,Trstenik,7375034,6,1,Kneginje Milice 81/1,Bankruptcy,,2000,,,,"70,00%",,,,,,,,,,,,,,
1316,POBEDA,Pirot,7131496,33,1,Nikole Pašića 11,Bankruptcy,,1961,,,,"70,00%",,,,,,,,,,,,,,
1319,HERBOGAL,Svrljig,7665865,40,-,Niški put 3,Bankruptcy,,,,,,,,,,,,,,,,,,,,
1320,ISHRANA,Bor,7148453,37,1,Moše Pijade 70A,Bankruptcy,,1967,,,,"65,30%",Contract terminated,,,,,,,,,,,,,
1323,LUKA KOVIN,Kovin,8136556,8,-,JNA 19,Bankruptcy,2010,1980,16206,0,,"70,00%",,,,,,,,,,,,,,
1332,DOMPRODUKT,Kruševac,7310285,17,1,Cara Lazara 53,Capital Market,,,,,Tomislav Bojović,"70,00%",Contract terminated,22.August 2002.,Tomislav Bojović,,,,,,,,,,,
1341,BEGEJ-PLAST,Perlez,8000069,87,1,Borisa Kidriča 50,Capital Market,2010,1961,17949,6482,Živko Karapandža,"69,50%",Contract terminated,22.August 2002.,Živko Karapandža,,,,,,,,,,,
1347,KORLAĆE,Brvenik,7176112,11,1,Brvenik na Ibru,Bankruptcy,2010,,71322,0,,,Contract terminated,,,,,,,,,,,,,
1348,MONTER-TERMOMONT,Niš,7245653,109,1,Šumadijska br.4,Bankruptcy,2010,1990,125610,0,,"70,00%",,,,,,,,,,,,,,
1349,UŽICEPROJEKT A.D.,Užice,7277067,15,7,Nade Matić 8/III,Bankruptcy,2010,1962,348,14,,"70,00%",,,,,,,,,,,,,,
1351,RAD,Gadžin Han,7171722,79,-,Miloša Obilića bb,Bankruptcy,,1975,,,,"70,00%",,,,,,,,,,,,,,
1353,PKB VOĆARSKE PLANTAŽE - U RESTRUKTURIRANjU,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
1354,GRANIČAR DPP,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
1361,NISKOGRADNjA / NISKOGRADNjA PLUS AD NIŠ / Niskogradnja PI,Pirot,7349297,74,5,Srpskih vladara bb,Capital Market,,1965,,,,"70,00%",Contract terminated,09.April 2003.,,,,,,,1492,28172,,,,
1364,ZASTAVA INŽENjERING DP,Kragujevac,7249969,28,10,Nikole Pašića 6,Capital Market,,1953,,,,"50,40%",Contract terminated,22.August 2002.,,,,,,,785,,12256272,RSD,,
1366,VU GLUTIN,,,,,,,2009</td><td>2010,,,,,,,,,,,,,,,,,,,
1367,VOJVODINAPUT - BAČKAPUT,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,24.March 2005.
1368,VRANjE PZP,Vranje,7207824,638,21,Bore Stankovića 19,Tender,2010,1961,3003532,0,Nebojša Branković,,Sold,22.August 2002.,Dobrivoje Aleksić,205000000,RSD (converted),"SERBIA, Niš",PZP Niš AD,14.June 2005.,,,,,,11.December 2004.
1369,BEOGRAD PZP,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,11.December 2004.
1370,NAPREDAK,Varvarin,7206704,12,-,Slobode bb,Bankruptcy,2010,1989,19191,0,,"70,00%",,,,,,,,,,,,,,
1373,VALjEVOPROJEKT,Valjevo,7136048,29,10,Karađorđeva 80/a,Capital Market,,1961,,,Milan Petrović,"70,00%",Contract terminated,26.August 2002.,Milan Petrović,,,,,,,,,,,
1374,POLIMERMER,Leskovac,17120107,39,3,Solunskuh ratnika bb,Bankruptcy,,1997,,,,"70,00%",Contract terminated,,,,,,,,,,,,,
1376,INOS-PODUNAVLjE,Smederevska Palanka,7160097,159,6,Olge Milošević 11,Bankruptcy,2010,1980,884,0,,"65,20%",,,,,,,,,,,3215,RSD,,
1377,DEKARBONIZACIJA,Beograd,7071892,9,1,Cara Dušana 132,Capital Market,,1979,,,Zoran Mrvović,"70,00%",Contract terminated,27.August 2002.,,,,,,,,,,,,
1381,SVRLjIG ITK,Svrljig,7211422,360,10,Vase Albanca 175,Bankruptcy,2010,1961,133076,0,,"66,80%",,,,,,,,,,,,,,
1386,"""14. avgust"" d.o.o. u stečaju",Sokobanja,7307373,19,1,Alekse Mikišića bb,Bankruptcy,,,,,,"78,40%",,,,,,,,,,,,,,
1387,GRAĐEVINSKI KOMBINAT ODžACI,Odžaci,8015139,74,2,Knez Mihailova 46,Capital Market,2010,1962,64547,0,Stevan Valent,"70,00%",Contract terminated,27.August 2002.,Stevan Valent,,,,,,5397,,19889100,RSD,,
1388,ZORA,Mol,8220271,159,4,Svetozara Miletića 20,Bankruptcy,,1954,,,,"70,00%",,,,,,,,,,,,,,
1389,REMONT STP,Sremska Mitrovica,8220174,17,2,Vladimira Matijevića 106,Capital Market,,1990,,,Milena Bućan,"51,50%",Contract terminated,27.August 2002.,Milena Bućan,,,,,,,16524,,,,
1392,PUTEVI,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
1393,MAČVA DPP,Mačvanska Mitrovica,8014604,30,5,Mačvanski kej 47,Bankruptcy,2010,1956,271992,2307,,"69,00%",,,,,,,,,,,115155000,RSD,,
1396,TALAMBAS,Babušnica,7186797,88,2,Saše Ivkovića 26,Bankruptcy,2010,1947,79748,0,,"70,00%",,,,,,,,,,,,,,
1397,MOSTOGRADNjA,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,30.July 2008.
1398,DP POBEDA,Lajkovac,6865801,66,2,Vojvode Mišića 138,Bankruptcy,2010,1954,170651,0,,"70,00%",,,,,,,,,,,,,,
1404,VODOGRADNjA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
1405,PLANA INDUSTRIJA ŽIVINSKOG MESA,Velika Plana,17433105,85,-,Miloša Velikog 97,,,2002,,,Miodrag Miladinović,,,26.February 2002.,Miodrag Miladinović,,,,,,,,,,,
